GENE	ENTREZ ID
KWMTBOMO00200	100141465
KWMTBOMO00201	101743037
KWMTBOMO00202	101743368
KWMTBOMO00203	101743510
KWMTBOMO00204	101739748
KWMTBOMO00205	101739885
KWMTBOMO00206	101738666
KWMTBOMO00207	101739885
KWMTBOMO00208	101743847
KWMTBOMO00209	101744139
KWMTBOMO00210	101744278
KWMTBOMO00211	101744420
KWMTBOMO00212	105842162
KWMTBOMO00213	101744713
KWMTBOMO00214	101744860
KWMTBOMO00215	101740018
KWMTBOMO00216	101740153
KWMTBOMO00217	105842161
KWMTBOMO00218	101737659
KWMTBOMO00219	101740297
KWMTBOMO00220	101745000
KWMTBOMO00221	101740424
KWMTBOMO00222	100141424
KWMTBOMO00223	100141424
KWMTBOMO00224	100127103
KWMTBOMO00225	101736731
KWMTBOMO00226	100500924
KWMTBOMO00227	101745296
KWMTBOMO00228	101740691
KWMTBOMO00229	101740832
KWMTBOMO00230	100101200
KWMTBOMO00231	101740977
KWMTBOMO00232	101737659
KWMTBOMO00233	105841788
KWMTBOMO00234	101741118
KWMTBOMO00235	101745683
KWMTBOMO00236	101745832
KWMTBOMO00237	101746062
KWMTBOMO00238	692387
KWMTBOMO00239	101746302
KWMTBOMO00240	101741260
KWMTBOMO00241	101742576
KWMTBOMO00242	101746534
KWMTBOMO00243	101746670
KWMTBOMO00244	100270767
KWMTBOMO00245	100141425
KWMTBOMO00246	100141425
KWMTBOMO00247	101746809
KWMTBOMO00248	100302628
KWMTBOMO00249	101741399
KWMTBOMO00250	101746951
KWMTBOMO00251	105843014
KWMTBOMO00252	101741681
KWMTBOMO00253	101741681
KWMTBOMO00254	100146104
KWMTBOMO00255	101747083
KWMTBOMO00256	101747219
KWMTBOMO00257	101741824
KWMTBOMO00258	101735522
KWMTBOMO00259	101735659
KWMTBOMO00261	101735933
KWMTBOMO00262	101736058
KWMTBOMO00263	105842174
KWMTBOMO00264	101736195
KWMTBOMO00265	692928
KWMTBOMO00266	101736368
KWMTBOMO00267	101736487
KWMTBOMO00268	100653512
KWMTBOMO00269	101736626
KWMTBOMO00270	733047
KWMTBOMO00271	101736769
KWMTBOMO00272	101736897
KWMTBOMO00273	101737120
KWMTBOMO00274	101737120
KWMTBOMO00275	101741974
KWMTBOMO00276	101742114
KWMTBOMO00277	101737363
KWMTBOMO00278	101737505
KWMTBOMO00279	101737646
KWMTBOMO00280	101737871
KWMTBOMO00281	101742555
KWMTBOMO00282	105842165
KWMTBOMO00283	101742700
KWMTBOMO00284	100187556
KWMTBOMO00285	105841673
KWMTBOMO00286	100101184
KWMTBOMO00287	101738006
KWMTBOMO00288	105842112
KWMTBOMO00289	101742848
KWMTBOMO00290	101738134
KWMTBOMO00291	692898
KWMTBOMO00292	105842911
KWMTBOMO00293	101740405
KWMTBOMO00294	101738622
KWMTBOMO00295	101738493
KWMTBOMO00296	105841788
KWMTBOMO00297	101737659
KWMTBOMO00298	100379330
KWMTBOMO00299	101742989
KWMTBOMO00300	692552
KWMTBOMO00301	101738899
KWMTBOMO00302	101739139
KWMTBOMO00303	101739551
KWMTBOMO00304	101742203
KWMTBOMO00305	101737183
KWMTBOMO00306	101743131
KWMTBOMO00307	101739695
KWMTBOMO00308	100101213
KWMTBOMO00310	101739837
KWMTBOMO00311	101740106
KWMTBOMO00312	101739975
KWMTBOMO00313	101740242
KWMTBOMO00314	101743416
KWMTBOMO00315	101740377
KWMTBOMO00316	101740601
KWMTBOMO00317	101740738
KWMTBOMO00318	101740877
KWMTBOMO00319	101743556
KWMTBOMO00320	101741018
KWMTBOMO00321	101741018
KWMTBOMO00322	105842154
KWMTBOMO00323	101743697
KWMTBOMO00325	101741166
KWMTBOMO00326	101743848
KWMTBOMO00327	101743995
KWMTBOMO00328	101741539
KWMTBOMO00329	101744140
KWMTBOMO00330	101744279
KWMTBOMO00331	101744421
KWMTBOMO00332	692506
KWMTBOMO00333	692506
KWMTBOMO00334	101741823
KWMTBOMO00335	101742068
KWMTBOMO00336	101742358
KWMTBOMO00338	101744714
KWMTBOMO00339	692441
KWMTBOMO00340	692456
KWMTBOMO00341	101742649
KWMTBOMO00342	100174825
KWMTBOMO00343	101739901
KWMTBOMO00344	101740035
KWMTBOMO00345	101743038
KWMTBOMO00346	101742897
KWMTBOMO00347	101743038
KWMTBOMO00348	101743186
KWMTBOMO00349	101745297
KWMTBOMO00350	101743415
KWMTBOMO00351	101737340
KWMTBOMO00352	101743555
KWMTBOMO00353	101745437
KWMTBOMO00354	692496
KWMTBOMO00355	105841857
KWMTBOMO00356	105841788
KWMTBOMO00357	105842529
KWMTBOMO00358	101744185
KWMTBOMO00359	101743792
KWMTBOMO00360	101744185
KWMTBOMO00361	101743792
KWMTBOMO00362	101744330
KWMTBOMO00363	101745877
KWMTBOMO00364	101746015
KWMTBOMO00365	101744665
KWMTBOMO00366	101745047
KWMTBOMO00367	101745047
KWMTBOMO00368	101746155
KWMTBOMO00369	101745488
KWMTBOMO00370	101745729
KWMTBOMO00371	101745876
KWMTBOMO00372	101745876
KWMTBOMO00373	101746014
KWMTBOMO00374	101746723
KWMTBOMO00375	101746258
KWMTBOMO00376	100101184
KWMTBOMO00377	100101184
KWMTBOMO00378	105843014
KWMTBOMO00379	693070
KWMTBOMO00380	732961
KWMTBOMO00381	101746998
KWMTBOMO00382	100529124
KWMTBOMO00383	105841478
KWMTBOMO00384	101747134
KWMTBOMO00385	101745853
KWMTBOMO00386	101747134
KWMTBOMO00387	101741189
KWMTBOMO00388	101735340
KWMTBOMO00389	101746722
KWMTBOMO00390	101746861
KWMTBOMO00391	693110
KWMTBOMO00392	101747133
KWMTBOMO00393	101746997
KWMTBOMO00394	101735479
KWMTBOMO00395	105842151
KWMTBOMO00396	101735430
KWMTBOMO00397	101735703
KWMTBOMO00398	101735840
KWMTBOMO00399	101735840
KWMTBOMO00400	101735755
KWMTBOMO00401	101735887
KWMTBOMO00402	101736015
KWMTBOMO00403	101736151
KWMTBOMO00404	101736287
KWMTBOMO00405	692419
KWMTBOMO00406	101736103
KWMTBOMO00407	101736416
KWMTBOMO00408	101736542
KWMTBOMO00409	101736369
KWMTBOMO00410	101736488
KWMTBOMO00411	101736677
KWMTBOMO00412	101736942
KWMTBOMO00413	100101184
KWMTBOMO00414	101737073
KWMTBOMO00415	101736770
KWMTBOMO00416	101736898
KWMTBOMO00417	101736898
KWMTBOMO00418	101736898
KWMTBOMO00419	101737027
KWMTBOMO00420	101747137
KWMTBOMO00421	101737027
KWMTBOMO00422	100192380
KWMTBOMO00423	101737183
KWMTBOMO00425	101737163
KWMTBOMO00426	692522
KWMTBOMO00427	692386
KWMTBOMO00428	101737214
KWMTBOMO00429	105842334
KWMTBOMO00430	101737214
KWMTBOMO00431	105841502
KWMTBOMO00432	101737659
KWMTBOMO00433	105841788
KWMTBOMO00434	101737659
KWMTBOMO00435	101737506
KWMTBOMO00436	105842438
KWMTBOMO00437	101737828
KWMTBOMO00438	101737959
KWMTBOMO00439	101737920
KWMTBOMO00440	101737920
KWMTBOMO00441	101738221
KWMTBOMO00442	101738221
KWMTBOMO00443	101738052
KWMTBOMO00444	101738179
KWMTBOMO00445	101741794
KWMTBOMO00447	101738304
KWMTBOMO00448	105841774
KWMTBOMO00449	105842699
KWMTBOMO00450	105842723
KWMTBOMO00451	105842992
KWMTBOMO00452	105843021
KWMTBOMO00453	105841770
KWMTBOMO00454	101738169
KWMTBOMO00455	101740833
KWMTBOMO00456	101741794
KWMTBOMO00457	105842534
KWMTBOMO00458	100852390
KWMTBOMO00459	105841766
KWMTBOMO00460	101737109
KWMTBOMO00461	732911
KWMTBOMO00462	100499531
KWMTBOMO00463	101736715
KWMTBOMO00464	101736230
KWMTBOMO00465	101736095
KWMTBOMO00466	101735879
KWMTBOMO00467	101745339
KWMTBOMO00468	101745339
KWMTBOMO00469	105841861
KWMTBOMO00470	105841892
KWMTBOMO00471	105841861
KWMTBOMO00472	101739761
KWMTBOMO00473	733113
KWMTBOMO00474	101739895
KWMTBOMO00476	101740160
KWMTBOMO00477	105842534
KWMTBOMO00478	101742079
KWMTBOMO00479	101740302
KWMTBOMO00480	101742470
KWMTBOMO00481	101742470
KWMTBOMO00484	101742470
KWMTBOMO00485	101742470
KWMTBOMO00486	101742319
KWMTBOMO00487	692792
KWMTBOMO00488	100146109
KWMTBOMO00489	100169708
KWMTBOMO00490	101742858
KWMTBOMO00491	101742611
KWMTBOMO00492	101737612
KWMTBOMO00493	101740847
KWMTBOMO00494	101740991
KWMTBOMO00495	101740431
KWMTBOMO00496	101743000
KWMTBOMO00497	101743755
KWMTBOMO00498	101743521
KWMTBOMO00499	105842703
KWMTBOMO00500	105842551
KWMTBOMO00501	100145904
KWMTBOMO00502	101744006
KWMTBOMO00503	101740699
KWMTBOMO00505	101744245
KWMTBOMO00506	101744484
KWMTBOMO00507	101740985
KWMTBOMO00508	101740985
KWMTBOMO00509	100141455
KWMTBOMO00511	101741127
KWMTBOMO00512	101744872
KWMTBOMO00513	101744727
KWMTBOMO00514	101741270
KWMTBOMO00515	100101184
KWMTBOMO00516	101741411
KWMTBOMO00517	105842534
KWMTBOMO00518	101741693
KWMTBOMO00519	101745203
KWMTBOMO00520	101745353
KWMTBOMO00521	101745497
KWMTBOMO00522	105842568
KWMTBOMO00523	101745636
KWMTBOMO00524	101745636
KWMTBOMO00525	101745785
KWMTBOMO00526	101745930
KWMTBOMO00527	693096
KWMTBOMO00528	101741990
KWMTBOMO00529	101742131
KWMTBOMO00530	101746219
KWMTBOMO00531	101746877
KWMTBOMO00532	101746737
KWMTBOMO00533	101736731
KWMTBOMO00534	100174850
KWMTBOMO00535	101742281
KWMTBOMO00536	101742423
KWMTBOMO00537	101742568
KWMTBOMO00538	101742709
KWMTBOMO00539	101743001
KWMTBOMO00540	101743144
KWMTBOMO00541	105841774
KWMTBOMO00542	101735439
KWMTBOMO00543	101735714
KWMTBOMO00544	101735848
KWMTBOMO00545	100124423
KWMTBOMO00546	101743427
KWMTBOMO00547	105841773
KWMTBOMO00548	101743427
KWMTBOMO00549	101736297
KWMTBOMO00550	101743567
KWMTBOMO00551	101736424
KWMTBOMO00552	101743708
KWMTBOMO00553	101743860
KWMTBOMO00554	101743860
KWMTBOMO00555	101736736
KWMTBOMO00556	101736863
KWMTBOMO00557	101744007
KWMTBOMO00559	105841788
KWMTBOMO00560	101739096
KWMTBOMO00561	105843014
KWMTBOMO00562	101736996
KWMTBOMO00563	101744007
KWMTBOMO00565	105841502
KWMTBOMO00566	101737229
KWMTBOMO00567	101744007
KWMTBOMO00568	101744151
KWMTBOMO00569	100187554
KWMTBOMO00570	101745853
KWMTBOMO00571	101738639
KWMTBOMO00572	105841937
KWMTBOMO00573	101745414
KWMTBOMO00574	101737749
KWMTBOMO00575	101745012
KWMTBOMO00576	101745012
KWMTBOMO00577	105841788
KWMTBOMO00578	101745012
KWMTBOMO00579	101737885
KWMTBOMO00580	101738019
KWMTBOMO00581	101738235
KWMTBOMO00582	101745161
KWMTBOMO00583	101736297
KWMTBOMO00584	101738367
KWMTBOMO00585	101745307
KWMTBOMO00586	105842334
KWMTBOMO00587	101738771
KWMTBOMO00588	101739053
KWMTBOMO00589	101745447
KWMTBOMO00590	692752
KWMTBOMO00591	101739199
KWMTBOMO00592	100302108
KWMTBOMO00593	101745591
KWMTBOMO00594	101745743
KWMTBOMO00595	105842554
KWMTBOMO00596	101739338
KWMTBOMO00597	101739338
KWMTBOMO00598	105842187
KWMTBOMO00599	101746024
KWMTBOMO00600	101746166
KWMTBOMO00601	105842794
KWMTBOMO00602	105841867
KWMTBOMO00603	101746166
KWMTBOMO00604	101739482
KWMTBOMO00605	101739482
KWMTBOMO00606	101739618
KWMTBOMO00607	101739618
KWMTBOMO00608	105841445
KWMTBOMO00609	101747137
KWMTBOMO00610	105841448
KWMTBOMO00611	101735321
KWMTBOMO00612	101747137
KWMTBOMO00614	101745029
KWMTBOMO00615	101737659
KWMTBOMO00616	105841788
KWMTBOMO00617	101744889
KWMTBOMO00618	101746464
KWMTBOMO00619	101746464
KWMTBOMO00620	101744744
KWMTBOMO00621	101744602
KWMTBOMO00622	105841444
KWMTBOMO00623	101746325
KWMTBOMO00624	101744456
KWMTBOMO00625	105841788
KWMTBOMO00626	101744456
KWMTBOMO00627	101744218
KWMTBOMO00628	101746038
KWMTBOMO00629	101735568
KWMTBOMO00630	105841478
KWMTBOMO00631	101743877
KWMTBOMO00632	105842112
KWMTBOMO00633	101736611
KWMTBOMO00634	105841774
KWMTBOMO00635	105841774
KWMTBOMO00636	105841453
KWMTBOMO00637	100379187
KWMTBOMO00638	100379187
KWMTBOMO00639	101745755
KWMTBOMO00640	101743586
KWMTBOMO00641	105841451
KWMTBOMO00642	100174929
KWMTBOMO00643	105841451
KWMTBOMO00644	100862785
KWMTBOMO00645	100101184
KWMTBOMO00646	101743217
KWMTBOMO00647	101742678
KWMTBOMO00648	101742678
KWMTBOMO00649	101742678
KWMTBOMO00650	101742825
KWMTBOMO00651	100862786
KWMTBOMO00652	101745607
KWMTBOMO00653	101744604
KWMTBOMO00654	692530
KWMTBOMO00655	100101168
KWMTBOMO00656	100101168
KWMTBOMO00657	101742534
KWMTBOMO00658	105842356
KWMTBOMO00659	105841446
KWMTBOMO00660	101742096
KWMTBOMO00661	101741858
KWMTBOMO00662	101741710
KWMTBOMO00663	101741565
KWMTBOMO00664	101745324
KWMTBOMO00665	692470
KWMTBOMO00666	101745893
KWMTBOMO00667	101741598
KWMTBOMO00668	105842017
KWMTBOMO00669	101742877
KWMTBOMO00670	101742726
KWMTBOMO00671	101735501
KWMTBOMO00672	101744625
KWMTBOMO00673	101747166
KWMTBOMO00674	101747166
KWMTBOMO00675	101747166
KWMTBOMO00676	101747027
KWMTBOMO00677	101742491
KWMTBOMO00678	101746894
KWMTBOMO00679	101742339
KWMTBOMO00680	101742339
KWMTBOMO00681	101742200
KWMTBOMO00682	101746751
KWMTBOMO00683	101742051
KWMTBOMO00684	101746611
KWMTBOMO00685	101746611
KWMTBOMO00686	101746465
KWMTBOMO00687	101741801
KWMTBOMO00688	101741660
KWMTBOMO00689	101741519
KWMTBOMO00690	101741243
KWMTBOMO00691	101741243
KWMTBOMO00692	101741243
KWMTBOMO00693	101741243
KWMTBOMO00694	101746326
KWMTBOMO00695	101746182
KWMTBOMO00696	101741103
KWMTBOMO00697	100101184
KWMTBOMO00698	105841470
KWMTBOMO00699	101740962
KWMTBOMO00700	101740962
KWMTBOMO00701	105842437
KWMTBOMO00703	101746039
KWMTBOMO00704	101740674
KWMTBOMO00706	101740538
KWMTBOMO00707	101740401
KWMTBOMO00708	101745756
KWMTBOMO00709	101745608
KWMTBOMO00710	100101204
KWMTBOMO00711	101740183
KWMTBOMO00712	101745746
KWMTBOMO00713	101740050
KWMTBOMO00714	101745466
KWMTBOMO00716	101745325
KWMTBOMO00717	105841465
KWMTBOMO00718	101745030
KWMTBOMO00719	105841466
KWMTBOMO00720	101739914
KWMTBOMO00721	101739777
KWMTBOMO00722	101739633
KWMTBOMO00723	100136898
KWMTBOMO00724	101739395
KWMTBOMO00725	101739259
KWMTBOMO00726	101739119
KWMTBOMO00727	101744603
KWMTBOMO00728	101738971
KWMTBOMO00729	105841468
KWMTBOMO00730	101738839
KWMTBOMO00731	100174834
KWMTBOMO00732	101738437
KWMTBOMO00733	101738165
KWMTBOMO00734	101737906
KWMTBOMO00735	101737624
KWMTBOMO00736	101737482
KWMTBOMO00737	101737055
KWMTBOMO00738	101736796
KWMTBOMO00739	101736564
KWMTBOMO00740	101736313
KWMTBOMO00741	101747137
KWMTBOMO00742	105841501
KWMTBOMO00743	105841512
KWMTBOMO00744	101742977
KWMTBOMO00746	105842437
KWMTBOMO00748	101741961
KWMTBOMO00749	101736731
KWMTBOMO00750	101745190
KWMTBOMO00751	692580
KWMTBOMO00753	101740390
KWMTBOMO00754	101740523
KWMTBOMO00755	101740664
KWMTBOMO00756	101739706
KWMTBOMO00757	101739848
KWMTBOMO00758	101739985
KWMTBOMO00759	101740255
KWMTBOMO00760	693017
KWMTBOMO00761	100141512
KWMTBOMO00762	100141508
KWMTBOMO00763	100141511
KWMTBOMO00764	693018
KWMTBOMO00765	101740521
KWMTBOMO00766	101740806
KWMTBOMO00767	101740949
KWMTBOMO00768	100141510
KWMTBOMO00769	101741146
KWMTBOMO00770	101742521
KWMTBOMO00771	101742812
KWMTBOMO00772	100379495
KWMTBOMO00773	101742080
KWMTBOMO00774	101743380
KWMTBOMO00775	101743522
KWMTBOMO00776	101743658
KWMTBOMO00777	101743808
KWMTBOMO00778	101743808
KWMTBOMO00780	101742371
KWMTBOMO00781	101737659
KWMTBOMO00782	101742612
KWMTBOMO00783	692980
KWMTBOMO00784	101742758
KWMTBOMO00785	101743957
KWMTBOMO00786	693069
KWMTBOMO00787	105841774
KWMTBOMO00788	100653407
KWMTBOMO00789	101743287
KWMTBOMO00790	101743428
KWMTBOMO00791	101744247
KWMTBOMO00792	733009
KWMTBOMO00793	101743807
KWMTBOMO00794	732899
KWMTBOMO00795	101743956
KWMTBOMO00796	105842415
KWMTBOMO00797	105841502
KWMTBOMO00798	101745414
KWMTBOMO00799	101744534
KWMTBOMO00800	101744680
KWMTBOMO00801	101744105
KWMTBOMO00802	101744246
KWMTBOMO00803	101744821
KWMTBOMO00804	101744389
KWMTBOMO00805	101744389
KWMTBOMO00806	101744533
KWMTBOMO00807	101744533
KWMTBOMO00808	101744965
KWMTBOMO00809	105842998
KWMTBOMO00810	101737659
KWMTBOMO00811	101744965
KWMTBOMO00812	105842573
KWMTBOMO00813	101744679
KWMTBOMO00814	101744679
KWMTBOMO00816	101737659
KWMTBOMO00817	105841788
KWMTBOMO00818	105842998
KWMTBOMO00819	101737180
KWMTBOMO00820	105842585
KWMTBOMO00821	101744820
KWMTBOMO00822	101745115
KWMTBOMO00823	101744964
KWMTBOMO00824	101745114
KWMTBOMO00825	101737233
KWMTBOMO00826	101745264
KWMTBOMO00827	101745637
KWMTBOMO00828	101745786
KWMTBOMO00829	692562
KWMTBOMO00830	105841419
KWMTBOMO00832	101737659
KWMTBOMO00833	101745407
KWMTBOMO00834	101746268
KWMTBOMO00835	101738666
KWMTBOMO00836	101745695
KWMTBOMO00837	101746822
KWMTBOMO00838	692699
KWMTBOMO00839	732878
KWMTBOMO00840	101745843
KWMTBOMO00841	101735440
KWMTBOMO00842	101741327
KWMTBOMO00843	101746269
KWMTBOMO00844	101735576
KWMTBOMO00845	105841774
KWMTBOMO00846	105841774
KWMTBOMO00847	101738870
KWMTBOMO00848	101735715
KWMTBOMO00850	101746546
KWMTBOMO00851	101746546
KWMTBOMO00852	101735849
KWMTBOMO00853	101735981
KWMTBOMO00854	101746683
KWMTBOMO00855	101744763
KWMTBOMO00856	105842574
KWMTBOMO00857	101736212
KWMTBOMO00858	101744367
KWMTBOMO00859	101736212
KWMTBOMO00860	692893
KWMTBOMO00861	733129
KWMTBOMO00862	105841413
KWMTBOMO00863	101741101
KWMTBOMO00864	105841881
KWMTBOMO00865	105842941
KWMTBOMO00866	105841862
KWMTBOMO00867	101736342
KWMTBOMO00868	101736464
KWMTBOMO00870	101736595
KWMTBOMO00871	101736595
KWMTBOMO00872	100147699
KWMTBOMO00874	733136
KWMTBOMO00875	101747094
KWMTBOMO00876	101747094
KWMTBOMO00878	105842577
KWMTBOMO00879	101736997
KWMTBOMO00880	101736997
KWMTBOMO00881	100415789
KWMTBOMO00882	101737272
KWMTBOMO00883	101747230
KWMTBOMO00884	101737415
KWMTBOMO00885	101737415
KWMTBOMO00886	101735441
KWMTBOMO00887	101737659
KWMTBOMO00888	101737750
KWMTBOMO00889	101737750
KWMTBOMO00890	101737886
KWMTBOMO00891	692554
KWMTBOMO00892	100379494
KWMTBOMO00893	101735716
KWMTBOMO00894	101737183
KWMTBOMO00895	100302615
KWMTBOMO00896	100379493
KWMTBOMO00897	100379492
KWMTBOMO00898	101735716
KWMTBOMO00899	101735850
KWMTBOMO00900	101738020
KWMTBOMO00901	100852388
KWMTBOMO00902	101735982
KWMTBOMO00903	100174832
KWMTBOMO00904	100174833
KWMTBOMO00905	101736113
KWMTBOMO00906	101736113
KWMTBOMO00907	101736113
KWMTBOMO00909	101736113
KWMTBOMO00910	101738281
KWMTBOMO00911	101738418
KWMTBOMO00912	101738418
KWMTBOMO00913	101738552
KWMTBOMO00914	101736247
KWMTBOMO00915	100307015
KWMTBOMO00916	101735384
KWMTBOMO00917	100862808
KWMTBOMO00918	100862808
KWMTBOMO00919	100862842
KWMTBOMO00920	105842582
KWMTBOMO00921	105842582
KWMTBOMO00922	692547
KWMTBOMO00923	692942
KWMTBOMO00924	101736380
KWMTBOMO00925	101739373
KWMTBOMO00926	101745414
KWMTBOMO00927	101739619
KWMTBOMO00928	101738511
KWMTBOMO00929	105842636
KWMTBOMO00930	101739762
KWMTBOMO00931	101739896
KWMTBOMO00932	105842536
KWMTBOMO00933	105841773
KWMTBOMO00934	693116
KWMTBOMO00935	693024
KWMTBOMO00936	693024
KWMTBOMO00937	105842576
KWMTBOMO00938	101740161
KWMTBOMO00939	101740031
KWMTBOMO00940	101746802
KWMTBOMO00941	101740522
KWMTBOMO00942	101740389
KWMTBOMO00943	101736637
KWMTBOMO00944	101740894
KWMTBOMO00945	101741035
KWMTBOMO00946	100174835
KWMTBOMO00947	105842586
KWMTBOMO00948	101741323
KWMTBOMO00949	105841908
KWMTBOMO00950	101741550
KWMTBOMO00951	101741935
KWMTBOMO00952	101741786
KWMTBOMO00953	101736907
KWMTBOMO00954	101737039
KWMTBOMO00955	101737466
KWMTBOMO00956	101737466
KWMTBOMO00957	101742237
KWMTBOMO00958	101742237
KWMTBOMO00959	101742237
KWMTBOMO00960	101742237
KWMTBOMO00961	101742237
KWMTBOMO00962	101746904
KWMTBOMO00964	101747037
KWMTBOMO00965	101746764
KWMTBOMO00966	101745266
KWMTBOMO00967	101745266
KWMTBOMO00970	105842112
KWMTBOMO00971	101745473
KWMTBOMO00972	105841899
KWMTBOMO00973	101743716
KWMTBOMO00974	692689
